x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,letra
0.0,0.0,0.0,-0.056138038635253906,-0.028903841972351074,-0.035401056891998905,-0.09253787994384766,-0.13209201395511627,-0.04683173764379944,-0.09511518478393555,-0.24292705953121185,-0.054082877374014515,-0.09667754173278809,-0.3192140907049179,-0.05400906074675049,-0.07101953029632568,-0.21682672202587128,-0.018395579791388172,-0.04842400550842285,-0.29144585132598877,-0.045236363447031636,-0.04245191812515259,-0.21231979131698608,-0.048748235589584965,-0.05181151628494263,-0.18288350105285645,-0.04605662021668877,-0.03427398204803467,-0.2127244770526886,-0.010765843464753289,-0.01117551326751709,-0.2695798799395561,-0.04160253647597756,-0.014059960842132568,-0.17139184474945068,-0.041864174789509434,-0.031208395957946777,-0.16867958009243011,-0.03445281777413811,-0.0006234049797058105,-0.20740248262882233,-0.009707645884475369,0.02089250087738037,-0.24697954952716827,-0.0466053741041037,0.011729717254638672,-0.15439516305923462,-0.03787321168812241,-0.006141483783721924,-0.1503145396709442,-0.02310147080453362,0.03189206123352051,-0.19819900393486023,-0.010904244518599171,0.04890894889831543,-0.23195648193359375,-0.03307987693580117,0.04110264778137207,-0.1637703776359558,-0.026895520648679394,0.026564061641693115,-0.14936766028404236,-0.01731582302483048,A
0.0,0.0,0.0,-0.06108814477920532,-0.019837558269500732,-0.03244727588958085,-0.10520654916763306,-0.12845271825790405,-0.03705560154980958,-0.12072688341140747,-0.23921942710876465,-0.038856637848084574,-0.13406997919082642,-0.31177666783332825,-0.03264835588402093,-0.08597564697265625,-0.21942657232284546,0.001151207999782855,-0.0826074481010437,-0.28816771507263184,-0.025207481530969744,-0.0747489333152771,-0.20277589559555054,-0.03085864446825326,-0.0773090124130249,-0.18686991930007935,-0.030139577758973246,-0.04547172784805298,-0.22304892539978027,0.0067343793832606025,-0.04187566041946411,-0.2707757353782654,-0.021123639491861468,-0.04223001003265381,-0.16545403003692627,-0.020649637279575472,-0.05043494701385498,-0.18345671892166138,-0.01197187155253232,-0.00790625810623169,-0.2197016477584839,0.003863961717570419,-0.003849506378173828,-0.24992990493774414,-0.02853443771368802,-0.008496463298797607,-0.15493297576904297,-0.01874950825936139,-0.01611483097076416,-0.17046111822128296,-0.0035853473912084155,0.02935081720352173,-0.21799993515014648,-0.002121637293612366,0.031094789505004883,-0.23985594511032104,-0.01802406757838071,0.025634586811065674,-0.1728416085243225,-0.009309314375286704,0.022808551788330078,-0.17047572135925293,0.0017698996723538585,A
0.0,0.0,0.0,-0.06367623805999756,-0.0008093714714050293,-0.025756122680604676,-0.12183034420013428,-0.09838229417800903,-0.02869805334717057,-0.1500333845615387,-0.2043028473854065,-0.0316246395429971,-0.16912981867790222,-0.2721598148345947,-0.027192412080466966,-0.10129128396511078,-0.1928533911705017,0.008751707946657916,-0.12208297848701477,-0.2556188702583313,-0.01849135211318753,-0.10641776025295258,-0.17066705226898193,-0.02259253165334485,-0.09572604298591614,-0.1535680890083313,-0.019512254880964974,-0.06461381912231445,-0.20951145887374878,0.010997941581308623,-0.08246269822120667,-0.25202620029449463,-0.017928248407542924,-0.06899365782737732,-0.14192098379135132,-0.011247187989056329,-0.06291458010673523,-0.15776842832565308,0.003898558303490063,-0.028779715299606323,-0.2144092619419098,0.004199088414907237,-0.04243159294128418,-0.24751228094100952,-0.02886909632593415,-0.034955114126205444,-0.14706951379776,-0.011295920374095658,-0.028038442134857178,-0.15721189975738525,0.011301123400926372,0.008132487535476685,-0.21797549724578857,-0.005598057663291911,-0.005875587463378906,-0.250313401222229,-0.0209401009103658,-0.00563320517539978,-0.17784059047698975,-0.007420543251782874,0.0028328299522399902,-0.17007732391357422,0.008521263351440211,A
0.0,0.0,0.0,-0.0708577036857605,-0.03345543146133423,-0.054298205058501026,-0.12828314304351807,-0.18261390924453735,-0.06833929730527188,-0.13861167430877686,-0.34485113620758057,-0.07729189259879377,-0.1254459023475647,-0.4517744183540344,-0.07477981759183194,-0.08650863170623779,-0.31075426936149597,-0.010412600580082199,-0.07112139463424683,-0.39185911417007446,-0.05147450206749227,-0.06783449649810791,-0.2882255017757416,-0.05557906789653089,-0.07710784673690796,-0.2673555612564087,-0.05015397978894498,-0.02808612585067749,-0.31017017364501953,0.0006773639568677936,-0.010714292526245117,-0.3621257543563843,-0.047108603398726245,-0.016874313354492188,-0.21458786725997925,-0.0423775182472923,-0.03436225652694702,-0.23638087511062622,-0.02421551359765317,0.022308528423309326,-0.296580046415329,-0.0011360172549643721,0.04204535484313965,-0.3344724178314209,-0.05629529965989377,0.027976274490356445,-0.20268380641937256,-0.040910603235886356,0.011920452117919922,-0.21145379543304443,-0.014736521746442577,0.07439559698104858,-0.2820313572883606,-0.007735937125460168,0.08868765830993652,-0.32395458221435547,-0.04138122288458135,0.07686787843704224,-0.23577529191970825,-0.03335989801161077,0.06591659784317017,-0.22230279445648193,-0.017226833607480785,A
0.0,0.0,0.0,-0.04879462718963623,-0.03577899932861328,-0.03006532698938713,-0.08608144521713257,-0.11708945035934448,-0.04046950399944649,-0.09733444452285767,-0.20558041334152222,-0.047770331651662445,-0.09673702716827393,-0.2737202048301697,-0.04836558833787308,-0.07117408514022827,-0.20491814613342285,-0.009033652991746521,-0.063251793384552,-0.23905330896377563,-0.03047254778513775,-0.05788391828536987,-0.17157018184661865,-0.03528267055818901,-0.060563623905181885,-0.16541796922683716,-0.036063375920747376,-0.03983187675476074,-0.2113603949546814,-0.002741395999436236,-0.03468155860900879,-0.22733503580093384,-0.026316641867850876,-0.031990885734558105,-0.1471012830734253,-0.02636584922740326,-0.03626811504364014,-0.16415125131607056,-0.021603233218883133,-0.00828850269317627,-0.20976167917251587,-0.002659614934344745,-0.00481647253036499,-0.22315210103988647,-0.031122286841963387,-0.0060683488845825195,-0.14724910259246826,-0.023445502892826653,-0.01069629192352295,-0.1573600172996521,-0.012253678441737748,0.02290743589401245,-0.20212674140930176,-0.005044862200264788,0.023270070552825928,-0.21811944246292114,-0.02181211397120819,0.01874828338623047,-0.1615980863571167,-0.016751983240936852,0.015928268432617188,-0.15870457887649536,-0.0093554715074049,A
0.0,0.0,0.0,-0.05892220139503479,-0.008104443550109863,-0.020080988426911972,-0.10754150152206421,-0.11114263534545898,-0.022584124599802635,-0.12610620260238647,-0.21940189599990845,-0.025715352167594574,-0.13649672269821167,-0.29289305210113525,-0.023288256620276115,-0.07669462263584137,-0.2028963565826416,0.0055431843351243515,-0.09754952788352966,-0.2647361755371094,-0.021840107758748672,-0.08619201183319092,-0.17702269554138184,-0.02835309425483956,-0.07312892377376556,-0.1533544659614563,-0.02724276403080239,-0.04248020052909851,-0.21062129735946655,0.004391333888065674,-0.06286945939064026,-0.2549397945404053,-0.023116071840036057,-0.05536815524101257,-0.14981037378311157,-0.018667356242644928,-0.04274958372116089,-0.1533626914024353,-0.006462660284000776,-0.00770452618598938,-0.20482748746871948,-0.004410033711451433,-0.02619260549545288,-0.24307036399841309,-0.03638386646400704,-0.023649007081985474,-0.14420294761657715,-0.020232060124385498,-0.012445181608200073,-0.14390867948532104,0.0004770284425603677,0.029575824737548828,-0.1974085569381714,-0.015403341633486889,0.009116113185882568,-0.23118805885314941,-0.031235271265018127,0.005943208932876587,-0.15953171253204346,-0.01783846052478566,0.01641806960105896,-0.14611822366714478,-0.0025130488362492542,A
0.0,0.0,0.0,-0.05294698476791382,-0.022777915000915527,-0.03330757983553667,-0.08899140357971191,-0.12769007682800293,-0.040641674330117894,-0.09355062246322632,-0.2385750412940979,-0.044696779479863835,-0.09432899951934814,-0.3081107437610626,-0.040941180219533635,-0.06744533777236938,-0.21267271041870117,-0.005409481493416024,-0.05500483512878418,-0.2805211842060089,-0.03047756434011717,-0.04843604564666748,-0.20213091373443604,-0.03309376307356615,-0.0543820858001709,-0.18346399068832397,-0.029946982418778134,-0.031158387660980225,-0.211875319480896,0.001143527309750425,-0.015086889266967773,-0.2598744332790375,-0.026263847505333615,-0.01769489049911499,-0.16007345914840698,-0.02346638918447752,-0.03176015615463257,-0.17242467403411865,-0.013108286564829541,0.0019832849502563477,-0.20774132013320923,-0.00012767841167260485,0.01721125841140747,-0.24151566624641418,-0.032256556233051015,0.010777175426483154,-0.15321695804595947,-0.021432097559454633,-0.002907276153564453,-0.16107577085494995,-0.005692833127113772,0.035536885261535645,-0.20376384258270264,-0.004442771454932881,0.047119855880737305,-0.23073923587799072,-0.022997380723836613,0.041666388511657715,-0.16538655757904053,-0.015391338174822522,0.03230273723602295,-0.1565876007080078,-0.004494259623470498,A
0.0,0.0,0.0,-0.07015550136566162,-0.009002268314361572,-0.016464148775185095,-0.12891826033592224,-0.10976982116699219,-0.019321390554750906,-0.15687984228134155,-0.22229880094528198,-0.024361436382378088,-0.17918192595243454,-0.29490581154823303,-0.022982460573757635,-0.10218717157840729,-0.22575506567955017,0.005123802799289479,-0.1375860571861267,-0.2850395739078522,-0.02666708560332154,-0.11658193171024323,-0.1875009536743164,-0.03355453455492352,-0.09861209988594055,-0.17072021961212158,-0.03203783848925923,-0.0635053813457489,-0.24131709337234497,0.0005258039348063903,-0.09912541508674622,-0.2700023055076599,-0.03359639191671704,-0.08014309406280518,-0.1539466381072998,-0.027715389743889318,-0.06158314645290375,-0.16933751106262207,-0.01337024768486117,-0.024512797594070435,-0.2420085072517395,-0.011799761221254812,-0.05747944116592407,-0.2599709928035736,-0.04927334481521939,-0.04277262091636658,-0.1520100235939026,-0.028746838808501707,-0.022591322660446167,-0.16510945558547974,-0.0036973181520352227,0.016231387853622437,-0.24065062403678894,-0.02605856874629353,-0.018270403146743774,-0.260021448135376,-0.042658693284238325,-0.014763444662094116,-0.18151861429214478,-0.02553860949024056,0.004621416330337524,-0.17901772260665894,-0.006962998431617962,A
0.0,0.0,0.0,-0.06869331002235413,-0.005808115005493164,-0.02236547838219849,-0.12500333786010742,-0.11046594381332397,-0.025143777535049594,-0.14994758367538452,-0.22219735383987427,-0.028637328699915088,-0.17006534337997437,-0.2981220781803131,-0.024771384478299296,-0.099456787109375,-0.21924763917922974,0.007649713612408959,-0.12338817119598389,-0.2845812141895294,-0.02116332906552998,-0.10921844840049744,-0.19403165578842163,-0.026830894455997623,-0.09703943133354187,-0.17401748895645142,-0.02510406407782284,-0.05849510431289673,-0.23280441761016846,0.007136667563827359,-0.08092963695526123,-0.2705112397670746,-0.022186113104908145,-0.06967926025390625,-0.1550392508506775,-0.016791097403256572,-0.05890849232673645,-0.17033839225769043,-0.0036522700011119014,-0.01853013038635254,-0.23332852125167847,-0.0017671006989985472,-0.04001608490943909,-0.2585337162017822,-0.035742841244427837,-0.03282374143600464,-0.1538252830505371,-0.017684209675280727,-0.019383907318115234,-0.1675301194190979,0.004398497238071286,0.022254377603530884,-0.23142576217651367,-0.01318856380203215,0.00018966197967529297,-0.2568049430847168,-0.029035331264822162,-0.0014911890029907227,-0.18131983280181885,-0.01422324176201073,0.010836303234100342,-0.17737388610839844,0.0021317898736015195,A
0.0,0.0,0.0,-0.06285649538040161,-0.027505576610565186,-0.02745015324336464,-0.110894113779068,-0.12475180625915527,-0.03420054131430561,-0.12731552124023438,-0.22639834880828857,-0.040051452454747505,-0.13593316078186035,-0.3032286763191223,-0.03834221476000721,-0.08847516775131226,-0.2243257761001587,0.004536999750314408,-0.09706634283065796,-0.2756078839302063,-0.024851549055995292,-0.08507406711578369,-0.1948520541191101,-0.03438303583544666,-0.08033561706542969,-0.1847606897354126,-0.0361093688873666,-0.05048638582229614,-0.23050600290298462,0.006916979222921782,-0.05730009078979492,-0.26180046796798706,-0.024126866471590347,-0.04876154661178589,-0.1634119153022766,-0.024323267501415557,-0.04821556806564331,-0.18251198530197144,-0.01620052160006935,-0.013477921485900879,-0.22960001230239868,0.001006709423279517,-0.019477128982543945,-0.2540922164916992,-0.033717963483752555,-0.017000317573547363,-0.16301238536834717,-0.021496526536168403,-0.016741573810577393,-0.1797921061515808,-0.004244686674894638,0.022922217845916748,-0.22835689783096313,-0.007694120158078022,0.01620185375213623,-0.2537957429885864,-0.0248627901194709,0.012596368789672852,-0.1834213137626648,-0.014073943358482666,0.014510095119476318,-0.17906290292739868,-0.0010376182502227493,A
